1,pile_of_chocobo_bedding
2,simple_bed
3,oak_bed
4,mahogany_bed
5,bronze_bed
6,nobles_bed
7,gold_bed
8,royal_bed
21,desk
22,workbench
23,maple_table
24,oak_table
26,tarutaru_desk
28,drawing_desk
29,secretaire
30,bureau
32,dresser
33,millionaire_desk
43,wicker_box
46,armor_box
49,coffer
51,chest
55,cabinet
56,commode
57,cupboard
59,chiffonier
61,armoire
76,royal_bookshelf
77,bookshelf
86,san_dorian_holiday_tree
87,kadomatsu
88,timepiece
89,wastebasket
90,rusty_bucket
91,blue_pitcher
92,tarutaru_stool
93,water_cask
95,water_barrel
96,beverage_barrel
97,book_holder
98,scimitar_cactus
99,elshimo_palm
100,okadomatsu
102,flower_stand
103,goldfish_bowl
104,tarutaru_folding_screen
105,sky_pot
106,red_jar
107,water_jug
109,urn
110,white_jar
112,yellow_jar
113,cleaning_tool_set
114,my_first_magic_kit
115,bastokan_holiday_tree
116,windurstian_holiday_tree
117,wing_egg
118,lamp_egg
119,flower_egg
120,freshwater_aquarium
121,saltwater_aquarium
122,amir_bed
123,athenienne
124,wardrobe
125,reliquary
126,falsiam_vase
127,coffee_table
128,console
129,imperial_standard
130,marble_bed
131,stationery_set
132,tableware_set
133,tea_set
134,copy_of_emeralda
135,magic_tome_set
136,set_of_kaiserin_cosmetics
137,cordon_bleu_cooking_set
138,jeunoan_tree
139,star_globe
140,dream_platter
141,dream_coffer
142,drogarogas_fang
143,ngoma
144,caisson
145,thurible
146,walahra_burner
147,imperial_tapestry
148,cartonnier
149,set_of_alchemists_tools
150,leather_pot
151,stack_of_fools_gold
152,flowerpot
153,mastersmith_anvil
154,miniature_airship
155,dream_stocking
176,snowman_knight
177,snowman_miner
178,snowman_mage
179,jeweled_egg
180,bonbori
181,san_dorian_flag
182,bastokan_flag
183,windurstian_flag
184,jeunoan_flag
185,rook_banner
186,shield_plaque
187,buckler_plaque
188,copy_of_acolytes_grief
189,copy_of_autumns_end_in_gustaberg
190,copy_of_lines_and_space
191,fishing_hole_map
192,copy_of_hoary_spire
193,adventuring_certificate
194,blacksmiths_plaque
195,stuffed_big_one
196,melodious_egg
197,clockwork_egg
198,gilt_tapestry
199,hatchling_egg
200,tsahyan_mask
201,totem_pole
202,golden_fleece
203,bomb_lantern
204,pumpkin_lantern
205,mandragora_lantern
206,copy_of_ancient_blood
207,fire_lamp
208,ice_lamp
209,wind_lamp
210,earth_lamp
211,lightning_lamp
212,water_lamp
213,light_lamp
214,dark_lamp
215,set_of_festival_dolls
216,porcelain_flowerpot
217,brass_flowerpot
218,earthen_flowerpot
219,ceramic_flowerpot
220,wooden_flowerpot
221,arcane_flowerpot
222,fighting_fish_tank
223,river_aquarium
224,bay_aquarium
225,reef_aquarium
246,blackhorn
247,stripehorn
248,whitehorn
256,hume_?_mannequin
257,hume_?_mannequin
258,elvaan_?_mannequin
259,elvaan_?_mannequin
260,tarutaru_?_mannequin
261,tarutaru_?_mannequin
262,mithra_mannequin
263,galka_mannequin
264,stuffed_chocobo
265,adamantoise_statue
266,behemoth_statue
267,fafnir_statue
268,nomad_moogle_statue
269,shadow_lord_statue
270,odin_statue
271,alexander_statue
272,ark_angel_hm_statue
273,ark_angel_ev_statue
274,ark_angel_tt_statue
275,ark_angel_mr_statue
276,ark_angel_gk_statue
277,prishe_statue
278,cardian_statue
279,shadow_lord_statue_ii
280,shadow_lord_statue_iii
281,atomos_statue
282,yovra_replica
284,goobbue_statue
286,nanaa_mihgo_statue
287,nanaa_mihgo_statue_ii
294,campfire
295,bonfire
303,crystal_stakes_gold_cup
304,crystal_stakes_mythril_cup
305,crystal_stakes_bronze_cup
307,mythril_trophy
308,bronze_trophy
309,yellow_vcs_plaque
310,black_vcs_plaque
311,red_vcs_plaque
312,blue_vcs_plaque
313,green_vcs_plaque
314,9-drawer_almirah
315,6-drawer_almirah
316,3-drawer_almirah
317,bronze_rose
318,crystal_rose
319,shell_lamp
320,harpsichord
321,mythril_bell
322,horn_trophy
323,sprig_of_red_bamboo_grass
324,sprig_of_blue_bamboo_grass
325,sprig_of_green_bamboo_grass
326,yellow_hobby_bo
327,red_hobby_bo
328,black_hobby_bo
329,blue_hobby_bo
330,green_hobby_bo
331,winged_altar
332,winged_plaque
333,winged_balance
334,blacksmiths_signboard
335,goldsmiths_signboard
336,boneworkers_signboard
337,weavers_signboard
338,culinarians_signboard
339,tanners_signboard
340,fishermans_signboard
341,carpenters_signboard
342,alchemists_signboard
343,harp_stool
345,san_dorian_marriage_certificate
346,bastokan_marriage_certificate
347,windurstian_marriage_certificate
348,marble_plaque
349,royal_squires_bunk
350,republican_legionnaires_bedding
351,federal_mercenarys_hammock
352,half_partition
353,spence
354,bookstack
355,bread_crock
356,set_of_guild_flyers
357,partition
358,credenza
359,bahut
360,matka
361,gallipot
362,fluoro-flora
363,amigo_cactus
364,amiga_cactus
365,poele_classique
366,kanonenofen
367,pot_topper
368,san_dorian_tea_set
369,bastokan_tea_set
370,windurstian_tea_set
371,butterfly_cage
372,cricket_cage
373,glowfly_cage
374,parclose
375,cs_gold_stand
376,cs_mythril_stand
377,cs_bronze_stand
378,blue_9-drawer_almirah
379,blue_6-drawer_almirah
380,blue_3-drawer_almirah
381,green_9-drawer_almirah
382,green_6-drawer_almirah
383,green_3-drawer_almirah
384,yellow_9-drawer_almirah
385,yellow_6-drawer_almirah
386,yellow_3-drawer_almirah
387,white_9-drawer_almirah
388,white_6-drawer_almirah
389,white_3-drawer_almirah
390,carmine_desk
391,cerulean_desk
392,myrtle_desk
393,ecru_desk
394,blue_tarutaru_desk
395,green_tarutaru_desk
396,yellow_tarutaru_desk
397,white_tarutaru_desk
398,red_mahogany_bed
399,blue_mahogany_bed
400,green_mahogany_bed
401,yellow_mahogany_bed
402,blue_nobles_bed
403,green_nobles_bed
404,yellow_nobles_bed
405,white_nobles_bed
406,blue_tarutaru_standing_screen
407,green_tarutaru_standing_screen
408,yellow_tarutaru_standing_screen
409,white_tarutaru_standing_screen
410,red_round_table
411,blue_round_table
412,green_round_table
413,yellow_round_table
414,white_round_table
415,aldebaran_horn
416,tomeshelf
417,storage_hutch
418,tidings_board
419,leisure_table
420,pot_of_meadsweet
421,vase_of_rulude_orchids
422,elshimo_pachira
423,tavern_bench
424,feasting_table
425,girandola
426,orchestrion
427,rococo_table
428,semainier
429,red_storm_lantern
430,blue_storm_lantern
431,green_storm_lantern
432,yellow_storm_lantern
433,white_storm_lantern
434,isula_sideboard
435,jeunoan_dresser
436,jeunoan_armoire
437,floral_nightstand
438,orblight
439,planus_table
440,squat_desk
441,taru_tot_toyset
442,gilded_chest
443,aureous_chest
444,luxurious_chest
445,vaisselier_royale
446,gilded_shelf
